V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,Q1.1,Q1.2,Q1.3_1_TEXT,Q1.3_2_TEXT,Q1.3_3_TEXT,Q1.3_4_TEXT,Q1.3_5_TEXT,Q1.3_6_TEXT,Q1.3_7_TEXT,Q1.4,Q1.5_1,Q1.5_2,Q1.5_3,Q1.5_4,Q1.5_5,Q1.5_6,Q1.5_7,Q1.5_7_TEXT,Q1.6,Q1.6_TEXT,Q2.1,Q2.2_1,Q2.2_2,Q2.2_3,Q2.3_1,Q2.3_2,Q2.3_3,Q2.3_4,Q2.4_1,Q2.4_2,Q2.4_3,Q2.4_4,Q3.1,Q3.2_1,Q3.2_2,Q3.2_3,Q3.3_1,Q3.3_2,Q3.3_3,Q3.3_4,Q3.4_1,Q3.4_2,Q3.4_3,Q3.4_4,Q4.1,Q4.2,Q4.3,Q4.4,Q4.5,Q4.6,Q4.7_1,Q4.7_3,Q4.7_4,Q4.7_5,Q4.7_6,Q4.7_7,Q4.8,Q4.9,Q4.10,Q5.1,Q5.2,Q5.3_1,Q5.3_2,Q5.3_3,Q5.3_4,Q5.4,Q5.5_1,Q5.5_2,Q5.5_3,Q5.5_4,Q5.6,Q5.7_1,Q5.7_2,Q5.7_3,Q5.7_4,Q6.1,Q6.2,Q6.3_1,Q6.3_2,Q6.3_3,Q6.3_4,Q6.4,Q6.5_1,Q6.5_2,Q6.5_3,Q6.5_4,Q6.6,Q6.7_1,Q6.7_2,Q6.7_3,Q6.7_4,Q7.1,Q7.2,Q7.3_1,Q7.3_2,Q7.3_3,Q7.3_4,Q7.4,Q7.5_1,Q7.5_2,Q7.5_3,Q7.5_4,Q7.6,Q7.7_1,Q7.7_2,Q7.7_3,Q7.7_4,Q8.1,Q8.2,Q8.3_1,Q8.3_2,Q8.3_3,Q8.3_4,Q8.4,Q8.5_1,Q8.5_2,Q8.5_3,Q8.5_4,Q8.6,Q8.7_1,Q8.7_2,Q8.7_3,Q8.7_4,Q9.1,Q9.2,Q9.3,Q9.4,Q9.5,Q9.6,Q9.7,Q10.1,Q10.2,Q10.3,Q10.4,Q105,Q10.5,Q10.6,Q10.7,Q10.8,Q10.9,Q10.10,Q10.11,Q10.12,Q10.13,Q10.14,Q10.15,Q11.1,Q11.2_1,Q11.2_2,Q11.2_3,Q11.2_4,Q12.1,Q12.2_1,Q12.2_3,Q12.2_4,Q12.2_5,Q12.3_1,Q12.3_3,Q12.3_4,Q12.3_5,Q12.4_1,Q12.4_2,Q12.4_3,Q12.4_4,Q12.5_1,Q12.5_3,Q12.5_4,Q12.6_1,Q12.6_3,Q12.6_4,Q13.1,Q13.2,Q13.3,Q13.4,Q13.5_1,Q13.5_2,Q13.5_3,Q13.5_4,Q13.5_5,Q13.5_6,Q13.5_7,Q13.5_8,Q13.5_9,Q13.5_10,Q13.5_11,Q13.5_11_TEXT,Q13.6_1,Q13.6_2,Q13.6_3,Q13.6_4,Q13.6_5,Q13.6_6,Q13.6_7,Q13.6_8,Q13.6_8_TEXT,Q13.7,Q13.8_1,Q13.8_2,Q13.8_4,Q13.8_5,Q13.8_6,Q13.8_7,Q13.8_8,Q13.8_8_TEXT,Q13.9,Q13.10,Q13.11,Q13.12,Q13.13,Q13.13_TEXT,Q13.14,Q13.15,Q13.16,DO-BR-FL_33,DO-BR-FL_41,DO-BR-FL_40,DO-BR-FL_30,DO-BL-Opinioncredibility,DO-BL-EFSAReputationbarometer,survey.name
R_1r6dJpstTQn7Buk,Default Response Set,Anonymous,,,,0,4/2/2019 15:32,4/2/2019 15:42,0,1,1,Firefox,66,Windows NT 10.0,1536x864,-1,,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:66.0) Gecko/20100101 Firefox/66.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EFSA_SURVEY_06
R_BRlMmqaa9jBlMJP,Default Response Set,Anonymous,,,,0,4/2/2019 15:30,4/2/2019 15:43,0,1,1,Firefox,66,Windows NT 10.0,1366x768,-1,,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:66.0) Gecko/20100101 Firefox/66.0,1,1,,,,,,1,"climate, food, land use, transport, justice, trade, energy",5,,,,,,,,,,,,,,1,8,9,7,10,8,12,5,5.243,39.019,47.964,8,1,10,1,10,9,1,3,1,6,1,9,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,11.327,11.327,12.677,1,1,20.432,20.432,23.31,1,1,23.751,26.348,28.584,3,1,11,6,3,11,11,3,1,6,6,7,6,6,6,6,6,6,6,6,6,6,6,6,advice,5.06,9.08,15.382,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Opinion about EU - control,,Case - control - high risk,EFSA Reputation barometer,Q9.1|Q9.2|Q9.3|Q9.7|Q9.5|Q9.6|Q9.4,Q10.1|Q10.2|Q10.3|Q10.4|Q105|Q10.12|Q10.10|Q10.15|Q10.14|Q10.6|Q10.11|Q10.7|Q10.5|Q10.9|Q10.13|Q10.8,EFSA_SURVEY_06
R_1ltarRpl74xQJ1l,Default Response Set,Anonymous,,,,0,4/2/2019 15:27,4/2/2019 15:43,0,1,1,Chrome,73.0.3683.86,Windows NT 10.0,1600x900,-1,,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/73.0.3683.86 Safari/537.36",1,,,1,,,,,,1,,,,,,,,,,,,,,1,10,11,10,12,4,10,10,11.206,25.222,29.956,6,1,8,1,10,8,1,10,10,11,9,10,6,11,6,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0,0,14.067,0,1,18.306,18.306,21.091,1,1,1.191,27.482,28.788,2,,,,,,,,,,,,,,,,,1,10,2,6,10,10,2,1,8,8,10,9,10,9,10,6,10,10,9,11,9,9,9,clarifying the pros and cons of a new technique / tool / chemical,5.822,83.607,88.333,3,1,8,11,9,9,8,1,7,9,1,1,1,1,10,2,12,8,8,8,1,5,1,3,1,,,,,,,,,,,,,,,,,,,1,Overall management,1,,,,,,,,,2,,2,,2,,2,,,Opinion about EU - control,,Case - control - low risk,EFSA Reputation barometer,Q9.1|Q9.5|Q9.2|Q9.4|Q9.7|Q9.3|Q9.6,Q10.1|Q10.2|Q10.3|Q10.4|Q105|Q10.15|Q10.9|Q10.12|Q10.14|Q10.11|Q10.10|Q10.8|Q10.6|Q10.13|Q10.5|Q10.7,EFSA_SURVEY_06
R_1I4Maz50kESSdnb,Default Response Set,Anonymous,,,,0,4/2/2019 16:18,4/2/2019 16:27,0,1,1,Chrome,73.0.3683.86,Windows NT 10.0,1920x1080,-1,,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/73.0.3683.86 Safari/537.36",1,1,,,,,,,,3,,1,10,8,9,9,10,9,10,7.158,15.033,15.901,4,,,,,,,,,,,,,1,7,1,9,6,1,7,7,9,3,7,4,8,7,1,,,,,,,,,,,,,,,,,1,1,0,0,6.175,0,1,0,0,4.449,0,1,0,0,28.095,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,10,6,7,7,9,5,1,7,6,9,7,9,7,6,6,8,7,9,11,8,8,7,"Quality, but limited capacity (for example when assessing food contact materials)",1.425,1.425,45.926,1,1,7,3,11,9,8,5,11,10,2,1,5,3,7,12,8,7,12,7,1,2,1,3,,,,,,,,,,,1,Innovation Science,,,,1,,1,,,,2,,,,,1,,,,,1,,2,2,,2,,,Opinion about EU - treatment,Case - treatment - high risk,,EFSA Reputation barometer,Q9.1|Q9.2|Q9.6|Q9.3|Q9.4|Q9.7|Q9.5,Q10.1|Q10.2|Q10.3|Q10.4|Q105|Q10.12|Q10.13|Q10.15|Q10.9|Q10.5|Q10.10|Q10.7|Q10.11|Q10.14|Q10.6|Q10.8,EFSA_SURVEY_06
R_ODmW4LtUdMugAKd,Default Response Set,Anonymous,,,,0,4/2/2019 18:31,4/2/2019 18:31,0,1,1,Safari,12.0.1,Macintosh,2560x1080,-1,1,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14_1) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/12.0.1 Safari/605.1.15",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EFSA_SURVEY_06
R_81igojKcK66R8Z3,Default Response Set,Anonymous,,,,0,4/2/2019 18:20,4/2/2019 18:48,0,1,1,MSIE,11,Windows NT 10.0,1200x675,32.0.0,1,Mozilla/5.0 (Windows NT 10.0; WOW64; Trident/7.0; .NET4.0C; .NET4.0E; .NET CLR 2.0.50727; .NET CLR 3.0.30729; .NET CLR 3.5.30729; rv:11.0) like Gecko,1,,,,,,,1,Education,7,University,,,,,,,,,,,,,1,6,6,6,12,12,12,12,8.507,9.658,10.477,4,1,9,1,9,9,1,7,5,6,4,7,4,6,6,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0,0,7.394,0,1,0,0,7.89,0,1,0,0,20.964,0,,,,,,,,,,,,,,,,,1,6,6,7,6,6,7,1,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,not sure,3.954,3.954,13.838,1,1,1,1,1,1,12,12,12,12,6,6,6,6,12,12,12,12,12,12,1,3,2,3,1,,,,,,,,,,,,,,,,1,,,,,1,,,,,,,,,2,,2,,2,,2,,,Opinion about EU - control,,Case - control - low risk,EFSA Reputation barometer,Q9.1|Q9.7|Q9.5|Q9.3|Q9.4|Q9.2|Q9.6,Q10.1|Q10.2|Q10.3|Q10.4|Q105|Q10.11|Q10.5|Q10.6|Q10.8|Q10.10|Q10.15|Q10.12|Q10.7|Q10.14|Q10.13|Q10.9,EFSA_SURVEY_06
R_1gcfblqmg3iVmh3,Default Response Set,Anonymous,,,,0,4/2/2019 18:48,4/2/2019 18:58,0,1,1,Firefox,66,Windows NT 10.0,1536x864,-1,,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:66.0) Gecko/20100101 Firefox/66.0,1,,,,1,,,,,5,,1,10,8,10,12,12,11,12,13.38,20.703,21.951,4,,,,,,,,,,,,,1,8,1,6,6,1,6,7,6,3,6,7,13,13,1,,,,,,,,,,,,,,,,,1,1,0,0,13.349,0,1,0,0,9.716,0,1,0,0,9.179,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,8,2,4,6,6,3,1,6,7,8,6,6,8,6,6,6,6,6,9,8,6,6,don't know,4.834,4.834,19.546,1,1,4,8,4,4,1,11,1,1,1,1,1,1,3,3,3,3,3,3,1,6,1,3,1,,,,,,,,,,,,,,,,1,,,,,2,,,,,1,,,,,1,,2,1,,,,,Opinion about EU - treatment,Case - treatment - high risk,,EFSA Reputation barometer,Q9.1|Q9.6|Q9.5|Q9.2|Q9.7|Q9.4|Q9.3,Q10.1|Q10.2|Q10.3|Q10.4|Q105|Q10.11|Q10.15|Q10.6|Q10.9|Q10.8|Q10.10|Q10.13|Q10.5|Q10.12|Q10.14|Q10.7,EFSA_SURVEY_06
R_1QyAlpppNzKZ2Su,Default Response Set,Anonymous,,,,0,4/2/2019 18:59,4/2/2019 19:00,0,1,1,Chrome,73.0.3683.86,Windows NT 10.0,1707x960,-1,,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/73.0.3683.86 Safari/537.36",1,1,1,1,1,1,1,1,,1,,1,8,8,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Opinion about EU - treatment,,,,,,EFSA_SURVEY_06
R_12y6CrdlRwvNkht,Default Response Set,Anonymous,,,,0,4/2/2019 18:56,4/2/2019 19:05,0,1,1,Edge,13.10586,Windows NT 10.0,1440x900,27.0.0,1,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/46.0.2486.0 Safari/537.36 Edge/13.10586",1,,,,1,,,,,5,,,,,,,,,,,,,,1,7,7,6,7,7,7,8,5.819,11.355,12.956,4,1,10,1,8,8,1,8,8,6,6,7,6,5,5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0,0,15.181,0,1,0,0,15.411,0,1,0,0,32.998,0,,,,,,,,,,,,,,,,,1,7,6,6,7,7,8,1,8,8,7,7,7,7,7,7,7,6,7,7,7,8,7,regulating the introduction on the market of new chemical products,6.744,6.744,33.497,1,1,7,8,7,7,12,9,12,7,1,2,1,1,7,7,7,8,8,8,1,4,1,4,,,1,,,,,,,,,,1,,,,,,,,,2,,,,1,,,,,2,,2,,1,,,no,,Opinion about EU - control,,Case - control - low risk,EFSA Reputation barometer,Q9.1|Q9.2|Q9.7|Q9.5|Q9.6|Q9.4|Q9.3,Q10.1|Q10.2|Q10.3|Q10.4|Q105|Q10.15|Q10.7|Q10.11|Q10.10|Q10.9|Q10.8|Q10.13|Q10.12|Q10.5|Q10.6|Q10.14,EFSA_SURVEY_06
R_3PHv35O98O5YpDk,Default Response Set,Anonymous,,,,0,4/2/2019 20:01,4/2/2019 20:18,0,1,1,Chrome,73.0.3683.86,Windows NT 10.0,1536x864,-1,,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/73.0.3683.86 Safari/537.36",1,,,1,,,,,,4,,1,10,6,6,9,10,12,12,44.655,65.287,67.512,4,,,,,,,,,,,,,1,1,1,5,1,1,9,9,6,4,11,6,13,13,1,,,,,,,,,,,,,,,,,1,1,0,0,19.414,0,1,0,0,34.574,0,1,0,0,87.947,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,6,6,6,6,6,6,1,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,i do not want that my results are used! the questions are to suggestive and beond my knowledge. i think it is completely wrong to send this out like this.,2.981,2.981,68.55,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Opinion about EU - treatment,Case - treatment - high risk,,EFSA Reputation barometer,Q9.1|Q9.5|Q9.2|Q9.3|Q9.6|Q9.7|Q9.4,Q10.1|Q10.2|Q10.3|Q10.4|Q105|Q10.9|Q10.14|Q10.6|Q10.11|Q10.13|Q10.10|Q10.7|Q10.12|Q10.15|Q10.5|Q10.8,EFSA_SURVEY_06
R_3PjZaYUs76c962D,Default Response Set,Anonymous,,,,0,4/9/2019 22:49,4/9/2019 23:00,1,1,1,Safari iPad,12.1,iPad,834x1112,-1,,"Mozilla/5.0 (iPad; CPU OS 12_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/12.1 Mobile/15E148 Safari/604.1",1,,,1,,,,,,3,,,,,,,,,,,,,,1,9,9,10,10,10,10,9,18.208,24.745,25.686,8,1,8,1,9,7,1,9,7,10,7,10,7,9,8,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0,0,13.439,0,1,0,0,4.299,0,1,0,0,3.836,0,,,,,,,,,,,,,,,,,1,7,7,6,9,8,3,1,6,4,8,7,6,7,7,7,8,9,7,6,6,7,8,?,10.071,10.086,16.258,2,1,7,12,12,10,10,2,2,11,1,1,1,1,7,7,7,7,7,7,1,5,1,3,1,,,,,,,,,,,,,,,,,,,1,,2,,1,,,,,,,1,,2,,2,,2,,1,Opinion about EU - control,,Case - control - low risk,EFSA Reputation barometer,Q9.1|Q9.3|Q9.7|Q9.2|Q9.6|Q9.5|Q9.4,Q10.1|Q10.2|Q10.3|Q10.4|Q105|Q10.14|Q10.5|Q10.9|Q10.7|Q10.13|Q10.11|Q10.15|Q10.6|Q10.10|Q10.8|Q10.12,EFSA_SURVEY_06
R_vua8vpJ12MLQwaB,Default Response Set,Anonymous,,,,0,4/3/2019 0:10,4/3/2019 0:23,0,1,1,Chrome,73.0.3683.86,Windows NT 10.0,1536x864,-1,,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/73.0.3683.86 Safari/537.36",1,,,,1,,,,,5,,1,9,4,3,8,9,10,10,6.009,16.693,18.464,7,,,,,,,,,,,,,1,8,1,9,9,1,3,6,3,2,6,1,7,8,2,,,,,,,,,,,,,,,,,1,1,0,0,15.638,0,1,16.12,16.12,18.441,1,1,36.045,41.034,43.389,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,7,6,7,5,7,6,1,8,8,6,7,7,7,7,5,7,7,7,7,7,7,7,reacting slowly ,6.983,23.036,24.725,3,1,7,10,12,4,7,11,9,10,6,4,6,2,8,8,8,8,8,8,1,4,2,4,,,,1,,,,,,,,,1,,1,1,,1,,,,2,,,,,,,1,,,1,,1,2,,2,,,Opinion about EU - treatment,Case - treatment - high risk,,EFSA Reputation barometer,Q9.1|Q9.5|Q9.4|Q9.7|Q9.2|Q9.6|Q9.3,Q10.1|Q10.2|Q10.3|Q10.4|Q105|Q10.5|Q10.14|Q10.9|Q10.12|Q10.13|Q10.10|Q10.15|Q10.7|Q10.8|Q10.6|Q10.11,EFSA_SURVEY_06
R_3KGVLRh2ITvbxaQ,Default Response Set,Anonymous,,,,0,4/3/2019 7:36,4/3/2019 7:37,0,1,1,Chrome,73.0.3683.86,Windows NT 10.0,1536x864,-1,,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/73.0.3683.86 Safari/537.36",1,1,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Opinion about EU - treatment,,,,,,EFSA_SURVEY_06
R_1DUPuFb5Z051vwR,Default Response Set,Anonymous,,,,0,4/3/2019 7:29,4/3/2019 7:38,0,1,1,Chrome,65.0.3325.230,Android 8.1.0,360x640,-1,,"Mozilla/5.0 (Linux; Android 8.1.0; Moto G (5S) Build/OPPS28.65-37-7-2) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/65.0.3325.230 Mobile Safari/537.36 (Ecosia android@65.0.3325.230)",1,1,,,,,,,,3,,,,,,,,,,,,,,1,10,7,6,8,10,12,11,4.868,14.782,17.171,11,1,4,1,4,5,1,8,3,6,4,8,4,7,7,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2.351,2.351,5.448,1,1,2.056,6.413,7.091,4,1,3.908,15.942,18.846,5,1,9,3,6,10,9,9,1,11,8,8,6,6,6,6,9,7,6,9,6,7,8,8,No comments,3.245,3.245,7.444,2,1,3,3,11,12,8,1,11,8,1,1,5,1,10,12,10,12,12,8,1,3,1,3,,,,1,,,,,,,,,,,,1,,,,,,2,,,,1,,,,,,1,,2,1,,,,,Opinion about EU - control,,Case - control - high risk,EFSA Reputation barometer,Q9.1|Q9.7|Q9.5|Q9.2|Q9.3|Q9.4|Q9.6,Q10.1|Q10.2|Q10.3|Q10.4|Q105|Q10.8|Q10.15|Q10.9|Q10.5|Q10.6|Q10.14|Q10.12|Q10.11|Q10.10|Q10.13|Q10.7,EFSA_SURVEY_06
R_1JDv3oVn0iTvoSr,Default Response Set,Anonymous,,,,0,4/3/2019 7:39,4/3/2019 7:39,0,1,1,Chrome,73.0.3683.86,Windows NT 6.1,1600x900,-1,,"Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/73.0.3683.86 Safari/537.36",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EFSA_SURVEY_06
R_2B58Z3QgCDQRqlC,Default Response Set,Anonymous,,,,0,4/3/2019 9:36,4/3/2019 9:49,0,1,1,Safari,12.1,Macintosh,1920x1080,-1,1,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14_4) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/12.1 Safari/605.1.15",1,1,,1,,,,,,6,,1,11,9,5,11,5,12,7,11.538,22.674,27.143,4,,,,,,,,,,,,,1,9,1,10,9,1,9,5,10,3,11,4,7,8,1,,,,,,,,,,,,,,,,,1,1,0,0,8.241,0,1,0,0,15.7,0,1,0,0,38.378,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,9,4,4,8,8,3,1,5,8,7,7,7,7,6,6,7,6,7,7,6,6,6,Compiling research data,3.459,15.179,43.345,2,1,8,3,12,7,8,1,8,7,2,1,1,1,7,12,7,5,8,8,1,2,1,1,,,,1,,,,,,,,,1,,,,,,,,,2,,1,,,,,,,,1,,2,2,,2,,,Opinion about EU - treatment,Case - treatment - high risk,,EFSA Reputation barometer,Q9.1|Q9.3|Q9.7|Q9.6|Q9.2|Q9.4|Q9.5,Q10.1|Q10.2|Q10.3|Q10.4|Q105|Q10.13|Q10.7|Q10.9|Q10.12|Q10.6|Q10.11|Q10.14|Q10.10|Q10.8|Q10.5|Q10.15,EFSA_SURVEY_06
R_rr1qf7hXteXTAZj,Default Response Set,Anonymous,,,,0,4/2/2019 14:20,4/3/2019 9:56,0,1,1,Chrome,72.0.3626.121,Macintosh,1280x800,-1,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_5) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/72.0.3626.121 Safari/537.36",1,1,,1,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Opinion about EU - control,,,,,,EFSA_SURVEY_06
R_2BaKUqAeoTLWNXD,Default Response Set,Anonymous,,,,0,4/10/2019 10:42,4/10/2019 10:59,1,1,1,Chrome,73.0.3683.103,Windows NT 6.1,1920x1080,-1,,"Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/73.0.3683.103 Safari/537.36",1,,,,1,,,,,3,,1,10,7,10,12,10,10,12,11.964,17.699,19.03,4,,,,,,,,,,,,,1,2,1,2,3,1,10,10,10,10,7,10,10,10,1,,,,,,,,,,,,,,,,,1,1,0,0,9.195,0,1,0,0,4.25,0,1,0,0,33.851,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,2,2,10,10,2,1,2,2,10,10,10,10,10,10,10,10,10,10,10,10,10,high quality science,5.854,5.854,15.137,1,1,3,10,2,10,2,2,2,10,1,2,1,4,2,2,2,2,2,2,1,5,1,3,,,,,,,,,,,1,Agricultural Science,,,,1,,,,,,1,,,,,,,,,,1,,2,2,,2,,1,Opinion about EU - treatment,Case - treatment - high risk,,EFSA Reputation barometer,Q9.1|Q9.7|Q9.2|Q9.4|Q9.3|Q9.6|Q9.5,Q10.1|Q10.2|Q10.3|Q10.4|Q105|Q10.5|Q10.6|Q10.8|Q10.14|Q10.12|Q10.10|Q10.9|Q10.11|Q10.7|Q10.15|Q10.13,EFSA_SURVEY_06
R_2QMp3hUe1XQUFMI,Default Response Set,Anonymous,,,,0,4/10/2019 11:19,4/10/2019 11:29,1,1,1,Chrome,73.0.3683.86,Macintosh,1440x900,-1,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14_3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/73.0.3683.86 Safari/537.36",1,,,,,1,,,,1,,1,10,10,10,9,9,9,9,4.521,12.7,13.64,5,,,,,,,,,,,,,1,9,1,5,5,1,11,6,10,6,10,8,13,8,1,1,1,0,0,5.763,0,1,0,0,3.37,0,1,0,0,2.038,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,9,9,9,6,6,9,1,7,7,10,6,10,6,6,6,9,9,9,10,9,8,6,being a credible regulator,5.813,5.813,12.357,1,1,1,1,1,1,7,7,7,7,1,1,1,1,11,11,11,11,11,11,1,3,2,3,,1,,,,,,,,,,,,,,1,,1,,,,2,1,,,,,,,,1,,2,,1,,,,1,Opinion about EU - treatment,Case - treatment - low risk,,EFSA Reputation barometer,Q9.1|Q9.3|Q9.4|Q9.7|Q9.2|Q9.6|Q9.5,Q10.1|Q10.2|Q10.3|Q10.4|Q105|Q10.8|Q10.11|Q10.12|Q10.15|Q10.10|Q10.7|Q10.13|Q10.9|Q10.14|Q10.6|Q10.5,EFSA_SURVEY_06
R_1n91e21sUc8ZmY1,Default Response Set,Anonymous,,,,0,4/10/2019 11:24,4/10/2019 11:32,1,1,1,Chrome,73.0.3683.103,Windows NT 10.0,1920x1080,-1,,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/73.0.3683.103 Safari/537.36",1,,,1,,,,,,3,,1,7,5,6,12,5,12,12,4.718,9.655,10.749,4,,,,,,,,,,,,,1,4,1,1,1,1,8,9,6,9,7,7,13,7,1,1,1,0,0,7.589,0,1,0,0,10.046,0,1,0,0,22.417,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,9,8,2,9,10,8,1,11,4,6,4,5,2,4,2,4,3,4,6,4,7,5,hazard based decision making rather than risk based decision making,4.808,4.808,22.686,1,1,12,4,12,10,8,1,12,11,1,1,1,1,12,12,12,12,12,12,1,4,2,2,,,,,,,,,,,1,,,,1,1,,,,,,1,,,,,,,,,2,,2,,2,,2,,1,Opinion about EU - treatment,Case - treatment - low risk,,EFSA Reputation barometer,Q9.1|Q9.4|Q9.2|Q9.3|Q9.7|Q9.6|Q9.5,Q10.1|Q10.2|Q10.3|Q10.4|Q105|Q10.15|Q10.12|Q10.5|Q10.8|Q10.10|Q10.13|Q10.6|Q10.7|Q10.11|Q10.9|Q10.14,EFSA_SURVEY_06
